vcfname	strainName	paper_year	PRJcode	clade/population/classification
ERR1308846	BII	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309245	BIK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309475	BIL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309106	BIM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309126	BIN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309360	BIP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309399	BIQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309247	BIR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308653	BIS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309505	BIT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851742	BJ1	Duan_2019	PRJNA396809	Mantou 7
SRR7851855	BJ10	Duan_2019	PRJNA396809	CHN-VIII
SRR7851854	BJ11	Duan_2019	PRJNA396809	CHN-VIII
SRR7851749	BJ13	Duan_2019	PRJNA396809	CHN-VIII
SRR7851731	BJ14	Duan_2019	PRJNA396809	CHN-IV
SRR7851688	BJ15	Duan_2019	PRJNA396809	CHN-IV
SRR7851687	BJ16	Duan_2019	PRJNA396809	CHN-IV
SRR7851690	BJ17	Duan_2019	PRJNA396809	CHN-IV
SRR7851689	BJ18	Duan_2019	PRJNA396809	CHN-IV
SRR7851692	BJ19	Duan_2019	PRJNA396809	CHN-IV
SRR7851851	BJ2	Duan_2019	PRJNA396809	CHN-VIII
SRR7851691	BJ20	Duan_2019	PRJNA396809	CHN-IV
SRR7851694	BJ21	Duan_2019	PRJNA396809	CHN-IV
SRR7851693	BJ22	Duan_2019	PRJNA396809	CHN-IV
SRR7851695	BJ24	Duan_2019	PRJNA396809	CHN-IV
SRR7851698	BJ25	Duan_2019	PRJNA396809	CHN-IV
SRR7851757	BJ26	Duan_2019	PRJNA396809	CHN-IV
SRR7851762	BJ27	Duan_2019	PRJNA396809	CHN-IV
SRR7851830	BJ28	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851720	BJ3	Duan_2019	PRJNA396809	CHN-IV
SRR7851828	BJ4	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851850	BJ5	Duan_2019	PRJNA396809	CHN-VIII
SRR7851727	BJ6	Duan_2019	PRJNA396809	CHN-IV
SRR7851827	BJ7	Duan_2019	PRJNA396809	CHN-VI/VII
SRR7851744	BJ8	Duan_2019	PRJNA396809	CHN-IV
SRR7851849	BJ9	Duan_2019	PRJNA396809	CHN-VIII
ERR1309058	BKA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308951	BKC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309176	BKD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308684	BKE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308838	BKF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309315	BKG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309116	BKH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309186	BKI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308954	BKK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309072	BKL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308584	BKM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309480	BKN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309023	BKP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308861	BKQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309246	BKR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308661	BKS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309394	BKT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308826	BLA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308844	BLB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308757	BLC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309474	BLD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308668	BLE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309042	BLF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309215	BLG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309397	BLH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309182	BLI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308599	BLK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309302	BLL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308884	BLM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309476	BLN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309109	BLP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308898	BLQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309223	BLR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308989	BLS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309425	BLT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308687	BLV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851800	BM5.1	Duan_2019	PRJNA396809	Mosaic
ERR1309324	BMA	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1308675	BMB	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1309525	BMC	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1309403	BMD	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309062	BME	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308611	BMF	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309341	BMG	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309252	BMH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1308709	BMI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1309395	BMK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1309174	BML	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309282	BMM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309263	BMN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 3)
ERR1309469	BMQ	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1309515	BMR	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308965	BMV	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309500	BNA	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308691	BNB	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308855	BNC	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1309439	BND	PeterandDeChiara_2018	PRJEB13017	10. French Guiana human 
ERR1308659	BNE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309285	BNF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309266	BNG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309478	BNH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309060	BNI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308773	BNK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308681	BNL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308620	BNM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308605	BNN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308702	BNP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309272	BNQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309056	BNR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308676	BNT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309319	BNV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309141	BPA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309153	BPB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308717	BPC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308970	BPF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308932	BPG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308621	BPH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308899	BPI	PeterandDeChiara_2018	PRJEB13017	?
ERR1309254	BPK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308968	BPL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309290	BPM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309249	BPN	PeterandDeChiara_2018	PRJEB13017	?
ERR1308909	BPP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309338	BPQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308886	BPR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309309	BPT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309401	BPV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851917	BQ1.1	Duan_2019	PRJNA396809	Huangjiu
SRR7851916	BQ8.1	Duan_2019	PRJNA396809	Huangjiu
SRR7851915	BQ8.2	Duan_2019	PRJNA396809	Huangjiu
ERR1309391	BQA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308683	BQB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308813	BQC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309409	BQE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308736	BQG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309501	BQH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309083	BQI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309180	BQM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309082	BQN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309158	BQP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309168	BQQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308891	BQR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308579	BQS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309130	BQT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR5678580	BR001	Gallone_2016	PRJNA323691	Mixed
SRR5678575	BR002	Gallone_2016	PRJNA323691	Mixed
SRR5678574	BR003	Gallone_2016	PRJNA323691	Mixed
SRR5678552	BR004	Gallone_2016	PRJNA323691	Mixed
ERR1309323	BRA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309172	BRB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308927	BRC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308940	BRD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309118	BRE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308630	BRF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309502	BRG	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309310	BRH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309244	BRK	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1308998	BRL	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309517	BRM	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309377	BRP	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309175	BRQ	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309009	BRV	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
SRR7851754	BS	Duan_2019	PRJNA396809	ADY
ERR1308943	BSA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309374	BSB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309214	BSC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308667	BSD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308947	BSE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309261	BSG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309026	BSI	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1308916	BSK	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308633	BSL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308994	BSM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309238	BSN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309008	BSP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308588	BSR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308818	BSS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308635	BST	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851717	BT1.1	Duan_2019	PRJNA396809	Mantou 1
SRR7851716	BT2.6	Duan_2019	PRJNA396809	Mantou 1
SRR7851715	BT2.8	Duan_2019	PRJNA396809	Mantou 1
SRR7851714	BT3	Duan_2019	PRJNA396809	Mantou 1
SRR7851713	BT4	Duan_2019	PRJNA396809	Mantou 1
ERR1309095	BTA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309304	BTB	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308822	BTC	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308763	BTD	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308903	BTE	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309378	BTF	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309352	BTG	PeterandDeChiara_2018	PRJEB13017	4. Mediterranean oak 
ERR1308786	BTH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308812	BTI	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308601	BTL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309050	BTN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309506	BTP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
SRR7851844	BTP1	Duan_2019	PRJNA396809	Huangjiu
ERR1309489	BTR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309070	BTS	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308583	BTT	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309375	BTV	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309497	BVA	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309103	BVB	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308589	BVC	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309387	BVD	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309294	BVE	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308860	BVF	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309184	BVG	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309123	BVH	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309280	BVK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309067	BVM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309115	BVT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309010	BVV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
SRR7851780	C5-1	Duan_2019	PRJNA396809	Milk
ERR1308578	CAA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308670	CAB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309316	CAC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308697	CAD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309044	CAE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309286	CAF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308755	CAH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308771	CAI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309117	CAK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309510	CAL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308714	CAM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308933	CAN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308586	CAP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308749	CAQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309091	CAR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308926	CAS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309024	CAT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309104	CAV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309007	CBA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309343	CBB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308876	CBC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308852	CBD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309523	CBE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309133	CBF	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309187	CBG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309454	CBH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308603	CBI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309061	CBK	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1309073	CBL	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1309084	CBM	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309233	CBN	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308964	CBR	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1352871	CBS1598	Goncalves_2016	PRJEB13332	Sake
ERR1352869	CBS435	Goncalves_2016	PRJEB13332	Sake
ERR1309090	CCC	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1308655	CCD	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1309224	CCE	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1308971	CCF	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1309013	CCG	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1308722	CCH	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1309222	CCI	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1309248	CCL	PeterandDeChiara_2018	PRJEB13017	4. Mediterranean oak 
ERR1309012	CCM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308732	CCN	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1308741	CCP	PeterandDeChiara_2018	PRJEB13017	?
ERR1308830	CCQ	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1309198	CCR	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1309150	CCS	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1308694	CCT	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1309363	CCV	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1308658	CDA	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1309270	CDB	PeterandDeChiara_2018	PRJEB13017	?
ERR1309331	CDC	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308950	CDD	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308715	CDE	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308604	CDF	PeterandDeChiara_2018	PRJEB13017	22. Far East Russian 
ERR1309441	CDG	PeterandDeChiara_2018	PRJEB13017	22. Far East Russian 
ERR1309449	CDH	PeterandDeChiara_2018	PRJEB13017	22. Far East Russian 
ERR1309078	CDI	PeterandDeChiara_2018	PRJEB13017	22. Far East Russian 
ERR1309085	CDK	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309032	CDL	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1308794	CDM	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2 
ERR1308637	CDN	PeterandDeChiara_2018	PRJEB13017	?
ERR1309100	CDP	PeterandDeChiara_2018	PRJEB13017	?
ERR1308783	CDQ	PeterandDeChiara_2018	PRJEB13017	?
ERR1309163	CDR	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309411	CDS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308726	CDT	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309031	CDV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309111	CEA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309017	CEB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308870	CEC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308922	CED	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309037	CEE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308703	CEF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309189	CEG	PeterandDeChiara_2018	PRJEB13017	17. Taiwanese 
ERR1308704	CEH	PeterandDeChiara_2018	PRJEB13017	?
ERR1308746	CEI	PeterandDeChiara_2018	PRJEB13017	17. Taiwanese 
ERR1309167	CEK	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308750	CEL	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308774	CEM	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309405	CEN	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308631	CEP	PeterandDeChiara_2018	PRJEB13017	?
ERR1308767	CEQ	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308780	CER	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309165	CES	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309358	CET	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308745	CEV	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308896	CFA	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309183	CFB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308839	CFC	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309393	CFD	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309225	CFE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309102	CFF	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309291	CFG	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
